ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Industry Sector,Industry Sector,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,yiopop RCA,Slug Detailed Occupation,Workforce Prev,Workforce Growth,Wage Prev,Average Wage Growth,Share
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,111021,General & operations managers,2022,2022,92,Public Administration,True,True,27876,4098.738309435104,104406.47976754195,8485.249571197608,1410,0.4989668222204829,general-operations-managers,25180.0,10.706910246227164,97985.8843923749,6.5525717453918455,0.3721487585763027
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,1110XX,Chief executives & legislators,2022,2022,92,Public Administration,True,True,51162,5552.332568492823,97305.997029045,10211.86317280076,3260,0.7251019250735438,chief-executives-legislators,49440.0,3.4830097087378644,86509.67611245955,12.479899823634309,0.6830203324107045
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112011,Advertising & promotions managers,2022,2022,92,Public Administration,True,True,345,456.0199196222788,69293.75072463768,47119.07674046829,22,0.1145833147848659,advertising-promotions-managers,404.0,-14.603960396039604,57127.36633663366,21.29694604913401,0.0046058014675284
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112021,Marketing managers,2022,2022,92,Public Administration,True,True,2769,1291.910071213485,78773.62152401589,18309.840741077885,138,0.1008166174476796,marketing-managers,2693.0,2.822131451912365,76871.57927961381,2.474311393400108,0.0369665630828591
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112022,Sales managers,2022,2022,92,Public Administration,True,True,2324,1183.557884882234,101393.02280550776,24349.43042399127,112,0.0870754664145716,sales-managers,2262.0,2.740937223695844,85974.05039787799,17.9344492160978,0.0310257466972064
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,112030,Public relations and fundraising managers,2022,2022,92,Public Administration,True,True,9383,2378.1115517019384,95051.06074816156,10998.151281139915,479,1.9453621837170685,public-relations-and-fundraising-managers,9313.0,0.7516374959733706,91038.13024804035,4.407966737879686,0.1252644497675939
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113012,Administrative services managers,2022,2022,92,Public Administration,True,True,8198,2222.885090773262,89805.7306660161,12087.10728192934,374,2.6543444731775017,administrative-services-managers,7562.0,8.41047341973023,84732.53477915896,5.987305702679103,0.1094445229878221
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113013,Facilities managers,2022,2022,92,Public Administration,True,True,9472,2389.3627125550074,92056.36623733108,10827.139200590243,484,1.6127510094872637,facilities-managers,8794.0,7.709802137821242,86462.7702979304,6.469369325232653,0.1264526130447244
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113021,Computer & information systems managers,2022,2022,92,Public Administration,True,True,35509,4625.868532339437,119963.6068883945,7118.275451536225,1802,1.1362152669569998,computer-information-systems-managers,35922.0,-1.1497132676354322,111436.9741105729,7.651529347307183,0.4740504472767231
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113031,Financial managers,2022,2022,92,Public Administration,True,True,52230,5609.965654100497,93983.51883974728,6023.160247450848,3024,0.7782265835327452,financial-managers,50755.0,2.9061176238794206,88115.46826913605,6.659501090873282,0.697278291736271
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113051,Industrial production managers,2022,2022,92,Public Administration,True,True,2350,1190.1599594701092,83195.62042553192,19635.909689167216,106,0.1716749899734148,industrial-production-managers,2335.0,0.6423982869379015,81024.69935760171,2.679332456821427,0.0313728505759187
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113061,Purchasing managers,2022,2022,92,Public Administration,True,True,31088,4328.3938248389495,101126.69550952136,7678.47761175095,1459,2.769904179215396,purchasing-managers,30801.0,0.9317879289633454,94498.47222492775,7.01410629032914,0.4150294377464521
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113071,"Transportation, storage, & distribution managers",2022,2022,92,Public Administration,True,True,12613,2757.185279662605,90338.83770712756,9377.353506714597,566,0.8611443322835882,transportation-storage-distribution-managers,12275.0,2.7535641547861505,84985.29906313645,6.299370247569418,0.1683854316230056
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113111,Compensation & benefits managers,2022,2022,92,Public Administration,True,True,1387,914.3469262731668,84907.12761355443,20223.970423793824,59,1.365094928107748,compensation-benefits-managers,1404.0,-1.210826210826211,78019.72364672365,8.827772830902624,0.0185166569143826
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113121,Human resources managers,2022,2022,92,Public Administration,True,True,22752,3702.985982988924,101781.69558720112,8509.525257990806,1101,1.5068530456064853,human-resources-managers,24796.0,-8.243265042748831,92313.95059687046,10.256028399949807,0.3037425941716186
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,113131,Training & development managers,2022,2022,92,Public Administration,True,True,6169,1928.2943891512457,95145.42308315772,12715.508912718684,291,1.8643391651622263,training-development-managers,5776.0,6.804016620498615,88215.26627423822,7.855960880257911,0.082357070299082
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119013,"Farmers, ranchers, & other agricultural managers",2022,2022,92,Public Administration,True,True,394,487.3290571862625,64949.28426395939,78137.00654916551,28,0.0281614989069703,farmers-ranchers-other-agricultural-managers,351.0,12.250712250712253,64997.54700854701,-0.0742531784796034,0.0052599587774093
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119021,Construction managers,2022,2022,92,Public Administration,True,True,2767,1291.4434334639634,104322.22226237804,33751.091943813044,123,0.0710238806380288,construction-managers,2785.0,-0.6463195691202872,107817.01005385997,-3.241406703576847,0.0369398627844966
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119030,Education administrators,2022,2022,92,Public Administration,True,True,3674,1488.1238943101357,94087.80375612412,22867.911267816115,180,0.0757771661711326,education-administrators,4202.0,-12.56544502617801,82884.25321275584,13.51710380331214,0.0490484480918832
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119041,Architectural & engineering managers,2022,2022,92,Public Administration,True,True,5607,1838.3662263816373,139204.4028892456,17590.15901998067,292,0.5728750135284926,architectural-engineering-managers,5779.0,-2.9762934763799964,130281.89773317183,6.848614666596118,0.074854286459224
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119051,Food service managers,2022,2022,92,Public Administration,True,True,2707,1277.3650297106772,64296.98005171777,18936.38519886683,107,0.0595910001718444,food-service-managers,2871.0,-5.712295367467781,57641.98328108673,11.545398669193006,0.0361388538336221
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119070,Entertainment and recreation managers,2022,2022,92,Public Administration,True,True,530,565.2127328671376,64528.777358490566,30851.467732646,35,0.2268987761550175,entertainment-and-recreation-managers,2101.0,-74.77391718229414,85596.38648262732,-24.61273190359811,0.0070755790660582
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",110000,Management occupations,119081,Lodging managers,2022,2022,92,Public Administration,True,True,477,536.2079729260253,73913.8322851153,44807.38189746379,25,0.0764757528366531,lodging-managers,399.0,19.548872180451127,71629.0626566416,3.189724315430301,0.0063680211594524
